,raw,clean,prediction
467,"Demi menyikapi permasalahan penyebaran Covid-19 tersebut, pemerintah mulai mengambil langkah yaitu dengan menggalakkan program vaksinasi massal secara gratis untuk masyarakat.",demi sikap masalah sebar covid sebut perintah mulai ambil langkah yaitu dengan galak program vaksinasi sama al cara gratis untuk masyarakat,0
468,"Ketersediaan vaksin COVID-19 di Indonesia dikatakan aman, selama bulan Agustus jmlh vaksin yg sdh diterima 43 juta dosis baik dlm bentuk bulk dan jadi.
So buat yg blm vaksin, yuk vaksin mumpung stok msh ada dan gratis lho.
#SegerakanVaksinasi sdh 100juta dosis vaksin disuntikkan",sedia vaksin covid di indonesia kata aman lama bulan agustus jmlh vaksin yang sudah terima juta dosis baik dalam bentuk bulk dan jadi sok buat yang belum vaksin yuk vaksin selagi stok masih ada dan gratis lho sudah juta dosis vaksin suntik,1
469,Kami selaku pemerintah sudah berusaha semaksimal mungkin dalam menangani pencegahan virus covid 19 ini dengan cara melakukan vaksinasi yang tentunya akan diberikan secara gratis kepada masyarakat Indonesia.,kami selaku perintah sudah usaha maksimal mungkin dalam tangan cegah virus covid ini dengan cara laku vaksinasi yang tentu akan beri cara gratis kepada masyarakat indonesia,1
470,"Demi mengurangi kefatalan akibat Covid-19 di Indonesia, pemerintah Indonesia mengadakan program vaksinasi gratis di Indonesia. Selain menggunakan vaksin impor, saat ini pemerintah juga sedang mengusahakan pembuatan vaksin dalam negeri yang diberi nama Vaksin Merah Putih.",demi kurang fatal akibat covid di indonesia perintah indonesia ada program vaksinasi gratis di indonesia selain guna vaksin impor saat ini perintah juga sedang usaha buat vaksin dalam negeri yang beri nama vaksin merah putih,1
471,"Sampai saat ini, belom ada obat yang benar-benar efektif untuk covid 19 ini. Namun, pemerintah indonesia sudah menyediakan vaksinisai gratis di seluruh indonesia. Vaksinisasi bisa meminimalisir terkena virus covid 19 ini. Di indonesia, hingga saat ini sudah sekitar 33 juta orang",sampai saat ini belum ada obat yang benar benar efektif untuk covid ini namun perintah indonesia sudah sedia vaksinisai gratis di seluruh indonesia vaksin bisa meminimalisir kena virus covid ini di indonesia hingga saat ini sudah sekitar juta orang,1
472,Segala upaya pemerintah untuk menurunkan angka positif  yang tertapar Covid-19 mulai dari 5 M  Sampai dengan memberi vaksin gratis kepada seluruh masyarakat Indonesia. Indonesia sendiri masih membeli vaksin dari China untuk masyarakat Indonesia.,segala upaya perintah untuk turun angka positif yang tertapar covid mulai dari sampai dengan beri vaksin gratis kepada seluruh masyarakat indonesia indonesia sendiri masih beli vaksin dari china untuk masyarakat indonesia,1
473,"Namun, rakyat Indonesia saat ini banyak yang tidak percaya wabah COVID-19. Banyak yang menolak program vaksinasi. Pemerintah pun berusaha dengan keras untuk meyakinkan warga Indonesia untuk melakukan vaksinasi, lagipula program vaksinasi yang diberikan oleh pemerintah ini gratis.",namun rakyat indonesia saat ini banyak yang tidak percaya wabah covid banyak yang tolak program vaksinasi perintah pun usaha dengan keras untuk yakin warga indonesia untuk laku vaksinasi lagipula program vaksinasi yang beri oleh perintah ini gratis,0
474,"bahkan banyak juga yang menyalah artikan munculnya vaksin ini, seperti halnya “pemerintah banyak mengambil untung dari adanya corona dan vaksin ini”. Dan juga ada yang menganggap jika Vaksin itu gratis ada kandungan bahaya didalamnya,",bahkan banyak juga yang salah arti muncul vaksin ini seperti hal perintah banyak ambil untung dari ada corona dan vaksin ini dan juga ada yang anggap jika vaksin itu gratis ada kandung bahaya dalam,0
475,"Masyarakat diminta untuk tenang sambil menunggu giliran vaksinasi, karena stok akan diusahakan untuk mencukupi.
Ketua Pelaksana Penanganan Covid-19 dan Pemulihan Ekonomi Nasional, Erick Thohir, telah mengatakan pemerintah Indonesia akan memberikan prioritas vaksin Covid-19 gratis",masyarakat minta untuk tenang sambil tunggu gilir vaksinasi karena stok akan usaha untuk cukup ketua laksana tangan covid dan pulih ekonomi nasional erick thohir telah kata perintah indonesia akan beri prioritas vaksin covid gratis,1
476,"Vaksin pertama sekaligus paling besar merupakan dari perusahaan farmasi China sebanyak 125,5 juta dosis. Meskipun begitu, vaksinasi tetap dilakukan secara gratis sebagai layanan untuk warga negara. Anggaran untuk vaksinasi covid-19 adalah Rp54,44 triliun dari realokasi APBN.",vaksin pertama sekaligus paling besar rupa dari usaha farmasi china banyak juta dosis meski begitu vaksinasi tetap laku cara gratis bagai layan untuk warga negara anggar untuk vaksinasi covid adalah rp triliun dari realokasi apbn,1
477,"Pemerintah telah berupaya untuk menekan tingkat kasus COVID-19 semaksimal mungkin, diantaranya dengan program penggalangan vaksinasi gratis bagi seluruh warga negara Indonesia. Implementasinya pun berjalan cukup baik",perintah telah upaya untuk tekan tingkat kasus covid maksimal mungkin antara dengan program galang vaksinasi gratis bagi seluruh warga negara indonesia implementasi pun jalan cukup baik,1
478,Salah satu upaya yang telah dilakukan oleh pemerintah adalah dengan menyelenggarakan program vaksinasi COVID-19 yang ditujukan untuk seluruh masyarakat Indonesia dan diberikan secara gratis.,salah satu upaya yang telah laku oleh perintah adalah dengan selenggara program vaksinasi covid yang tuju untuk seluruh masyarakat indonesia dan beri cara gratis,1
479,"antusias masyarakat yang ingin di vaksin juga sangat baik,namun Masih banyak masyarakan enggan ragu  untuk divaksin Covid19 sekalipun pemerintah memberikannya secara gratis.Alasannya pun banyak, mulai dari ketidakpercayaan terhadap Covid-19 itu sendiri sampai informasi mengenai-",antusias masyarakat yang ingin di vaksin juga sangat baik namun masih banyak masyarakan enggan ragu untuk vaksin covid sekalipun perintah beri cara gratis alas pun banyak mulai dari ketidakpercayaan hadap covid itu sendiri sampai informasi kena,1
480,"Mari sukseskan program vaksinasi COVID-19 yang diberikan gratis oleh pemerintah untuk seluruh rakyat Indonesia. Apabila Anda masih memiliki pertanyaan seputar vaksin COVID-19, jangan ragu untuk berkonsultasi dengan dokter.",mari sukses program vaksinasi covid yang beri gratis oleh perintah untuk seluruh rakyat indonesia apabila anda masih milik tanya putar vaksin covid jangan ragu untuk konsultasi dengan dokter,1
481,"Dengan adanya peran mahasiswa untuk dilematis vaksin merah putih, saya harap orang-orang yang luput dari kepercayaannya untuk vaksinasi gratis oleh pemerintah sadar dan mau untuk vaksin. Karena kasus virus Covid-19 di negara Indonesia membuat negara ini trurun semua",dengan ada peran mahasiswa untuk lat vaksin merah putih saya harap orang orang yang luput dari percaya untuk vaksinasi gratis oleh perintah sadar dan mau untuk vaksin karena kasus virus covid di negara indonesia buat negara ini trurun semua,1
482,"relawan untuk membantu pemerintah dalam menjalankan vaksin gratis yang diberikan kepada masyarakat dan saya juga ingin masyarakat mendukung Vaksinisasi Covid-19 karena vaksin yang digunakan itu aman, terjamin, dan berkualitas.",rawan untuk bantu perintah dalam jalan vaksin gratis yang beri kepada masyarakat dan saya juga ingin masyarakat dukung vaksin covid karena vaksin yang guna itu aman jamin dan kualitas,1
483,Langkah ini diambil untuk memutus rantai penyebaran Covid-19 dengan memprioritaskan kesehatan masyarakat dan mengadakan program vaksinasi gratis untuk meningkatkan sistem imun (herd immunity) masyarakat.,langkah ini ambil untuk putus rantai sebar covid dengan prioritas sehat masyarakat dan ada program vaksinasi gratis untuk tingkat sistem imun herd immunity masyarakat,1
484,melakukan kegiatan vaksinasi gratis yang tersebar di seluruh Indonesia. Tentu Vaksinasi sangat penting dilakukan mengingat dapat mengurangi risiko terkena Covid-19. Vaksinasi  sangat penting adanya karena dapat memberikan kekebalan spesifik terhadap suatu penyakit dan,laku giat vaksinasi gratis yang sebar di seluruh indonesia tentu vaksinasi sangat penting laku ingat dapat kurang risiko kena covid vaksinasi sangat penting ada karena dapat beri kebal spesifik hadap suatu sakit dan,1
485,pemerintah bekerjasama dengan WHO untuk mendatangkan vaksin gratis yang kemudian akan didistribusikan pada masyarakat. Hal ini diharapkan bisa menjadi titik terang untuk mengatasi penyebaran tak terkendali dari virus Corona. Namun sangat disayangkan karena dari semua vaksin yan,perintah bekerjasama dengan who untuk datang vaksin gratis yang kemudian akan distribusi pada masyarakat hal ini harap bisa jadi titik terang untuk atas sebar tidak kendali dari virus corona namun sangat sayang karena dari semua vaksin yan,1
486,"Akhirnya pada tanggal 16 Desember 2020, presiden Joko Widodo mengumumkan bahwa vaksin Covid-19 akan gratis diterima oleh semua rakyat Indonesia dan siap untuk menjadi orang pertama yang disuntikan vaksin. Menurut penulis langkah ini cukup bijak diambil untuk mengakhiri polemik",akhir pada tanggal desember presiden joko widodo umum bahwa vaksin covid akan gratis terima oleh semua rakyat indonesia dan siap untuk jadi orang pertama yang sunti vaksin turut tulis langkah ini cukup bijak ambil untuk akhir polemik,1
487,"orang. Di Indonesia sendiri saat ini sudah banyak sekali kasus positif COVID-19 dan sedang melonjak sangat tinggi.
Kabar baik saat ini sebagian warga Indonesia sudah mendapatkan vaksinasi COVID-19. Vaksinasi COVID-19 ini bisa didapatkan secara gratis. Beberap jenis vaksin yang",orang di indonesia sendiri saat ini sudah banyak sekali kasus positif covid dan sedang lonjak sangat tinggi kabar baik saat ini bagi warga indonesia sudah dapat vaksinasi covid vaksinasi covid ini bisa dapat cara gratis beberap jenis vaksin yang,1
488,Masih banyak masyarakat yang enggan divaksin Covid-19 meskipun pemerintah telah memberikannya secara gratis karena berbagai alasan. Misalnya karena beredar kabar bahwa vaksin yang dibeli dari China sebenarnya masih belum dicoba kepada manusia sebelumnya,masih banyak masyarakat yang enggan vaksin covid meski perintah telah beri cara gratis karena bagai alas misal karena edar kabar bahwa vaksin yang beli dari china benar masih belum coba kepada manusia belum,0
489,penggunaan vaksin di Indonesia. Masalahnya Vaksin yang digunakan adalah bukan vaksin buatan dalam negeri. Padahal Salah satu Universitas di Indonesia juga sedang menguji dan berencana membuat vaksin Covid 19 yang nantinya akan dibagikan secara gratis kepada masyarakat Indonesia.,guna vaksin di indonesia masalah vaksin yang guna adalah bukan vaksin buat dalam negeri padahal salah satu universitas di indonesia juga sedang uji dan rencana buat vaksin covid yang nanti akan bagi cara gratis kepada masyarakat indonesia,1
490,"Syarifuddin Hasan mengatakan, seluruh rakyat sedang menunggu vaksinasi Covid-19 ditambah menghadapi ekonomi yang sulit.
""Kalau bisa vaksin itu digratiskan, mengingat rakyat miskin dan hampir miskin itu mencapai 50 juta orang. Kalau gratis, itu sesuai dengan amanat UUD NRI 1945",syarifuddin hasan kata seluruh rakyat sedang tunggu vaksinasi covid tambah hadap ekonomi yang sulit kalau bisa vaksin itu gratis ingat rakyat miskin dan hampir miskin itu capai juta orang kalau gratis itu sesuai dengan amanat uud nri,0
491,"Sehingga meminimalisir lonjakan kenaikan kasus Covid-19 dengan ditinggikan nya jumlah vaksin yang disebarkan di kalangan masyarakat. vaksin harus bersifat wajib, terlepas dari gratis atau tidaknya.",sehingga meminimalisir lonjak naik kasus covid dengan tinggi nya jumlah vaksin yang sebar di kalang masyarakat vaksin harus sifat wajib lepas dari gratis atau tidak,0
492,"Jadi, dengan mendapatkan vaksin COVID-19, Anda tidak hanya melindungi diri sendiri, tapi juga orang-orang di sekitar yang belum memiliki kekebalan terhadap  covid-19. Mari sukseskan program vaksinasi COVID-19 yang diberikan gratis oleh pemerintah untuk seluruh rakyat Indonesia.",jadi dengan dapat vaksin covid anda tidak hanya lindung diri sendiri tapi juga orang orang di sekitar yang belum milik kebal hadap covid mari sukses program vaksinasi covid yang beri gratis oleh perintah untuk seluruh rakyat indonesia,1
493,spesifik pada penyakitCOVID 19 agar terhindar dari tertular atau kemungkinan sakit. Saat ini di Indonesia sedang naik daun berita tentang vaksin covid 19. Pemerntah memberikan vaksin gratis utnuk masyarakat Indonesia dengn mengimpor vaksin dari luar negeri,spesifik pada penyakitcovid agar hindar dari tular atau mungkin sakit saat ini di indonesia sedang naik daun berita tentang vaksin covid pemerntah beri vaksin gratis utnuk masyarakat indonesia dengn impor vaksin dari luar negeri,1
494,"Dipandu oleh sains, vaksin adalah alat dasar untuk melindungi warga negara. Oleh karena itu, Presiden Jokowi mengumumkan bahwa vaksin Covid-19 gratis untuk semua orang, sesuai dengan ketentuan Peraturan Menteri Kesehatan Nomor 10 Tahun 2021.",pandu oleh sains vaksin adalah alat dasar untuk lindung warga negara oleh karena itu presiden jokowi umum bahwa vaksin covid gratis untuk semua orang sesuai dengan tentu atur menteri sehat nomor tahun,1
495,Masyarakat lokal bersedia menunggu gilirannya untuk segera mendapatkan vaksin yang sudah dipersiapkan secara gratis oleh negara. Yang diharapkan masyarakat lokal ialah vaksin covid-19 tidak dipolitisasi sehingga niat tulus untuk membantu masyarakat lokal keluar dari pandemi ini,masyarakat lokal sedia tunggu gilir untuk segera dapat vaksin yang sudah siap cara gratis oleh negara yang harap masyarakat lokal ialah vaksin covid tidak politisasi sehingga niat tulus untuk bantu masyarakat lokal keluar dari pandemi ini,1
496,"Dunia sedang dilanda pandemi Covid-19. Akibat dari pandemi Covid-19 yang merajalela ini, pemerintah mewajibkan setiap warga Indonesia untuk melakukan vaksinasi. Vaksin ini diberikan secara gratis untuk masyarakat Indonesia.",dunia sedang landa pandemi covid akibat dari pandemi covid yang rajalela ini perintah wajib tiap warga indonesia untuk laku vaksinasi vaksin ini beri cara gratis untuk masyarakat indonesia,1
497,kita tidak tahu apakah informasi itu benar atau tidak. Kita hanya beropini menurut apa yang kita percaya. Peran pemerintah untuk menghadapi wabah virus covid-19 salah satunya adalah memberi vaksin gratis untuk masyarakat umum yang sesuai dengan ketentuannya.,kita tidak tahu apakah informasi itu benar atau tidak kita hanya opini turut apa yang kita percaya peran perintah untuk hadap wabah virus covid salah satu adalah beri vaksin gratis untuk masyarakat umum yang sesuai dengan tentu,1
498,"vaksinasi gratis, kita belum tau apakah vaksin tersebut akan bisa mempertahankan imunitas kita terhadap virus Covid-19.
Di tengah hadirnya berbagai jenis vaksin Covid-19, Indonesia masih terus dan akan melanjutkan bahalkan mengembangkan vaksin merah putih tersebut",vaksinasi gratis kita belum tahu apakah vaksin sebut akan bisa tahan imunitas kita hadap virus covid di tengah hadir bagai jenis vaksin covid indonesia masih terus dan akan lanjut bahalkan kembang vaksin merah putih sebut,1
499,"secara gratis kepada 93 juta orang, Erick juga menegaskan bahwa 1,5 juta tenaga medis bakal diprioritaskan untuk mendapat vaksin Covid-19. 
""1,5 juta (tenaga medis) ini juga yang harus dipastikan dapat vaksin duluan, karena mereka yang terdepan,",cara gratis kepada juta orang erick juga tegas bahwa juta tenaga medis bakal prioritas untuk dapat vaksin covid juta tenaga medis ini juga yang harus pasti dapat vaksin duluan karena mereka yang depan,1
500,"harus dilakukan secara online.

Berbagai cara pun telah dilakukan oleh peerintah untuk menghentikan rantai penyebaran Covid-19 ini, mulai dari memberikan bantuan bahan makanan, dan juga memberikan pasokan vaksin secara gratis untuk masyarakat indonesia.",harus laku cara onlen bagai cara pun telah laku oleh peerintah untuk henti rantai sebar covid ini mulai dari beri bantu bahan makan dan juga beri pasok vaksin cara gratis untuk masyarakat indonesia,1
501,"Covid-19 yang merajalela ini, pemerintah mewajibkan setiap warga Indonesia untuk melakukan vaksinasi. Vaksin ini diberikan secara gratis untuk masyarakat Indonesia yang artinya pemerintah mendukung penuh untuk diadakannya vaksinasi Covid-19 ini. Akan tetapi tidak sedikit warga",covid yang rajalela ini perintah wajib tiap warga indonesia untuk laku vaksinasi vaksin ini beri cara gratis untuk masyarakat indonesia yang arti perintah dukung penuh untuk ada vaksinasi covid ini akan tetapi tidak sedikit warga,1
502,"triliun devisa untuk kas negara kini juga kembang kempis akibat pandemi. Guna mengatasi dampak negatif penyebaran covid-19, pemerintah telah menggalakan program vaksinasi gratis untuk umum sejak Juli 2021. Pada awalnya, program vaksinasi gratis tidak berjalan lancar, sebab hoax-",triliun devisa untuk kas negara kini juga kembang kempis akibat pandemi guna atas dampak negatif sebar covid perintah telah menggala program vaksinasi gratis untuk umum sejak juli pada awal program vaksinasi gratis tidak jalan lancar sebab isu bohong,0
